STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT16,WT17,WT18,WT19,WT22
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/1/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/2/2010,,,,,,0.63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/3/2010,,,,,,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/4/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/5/2010,,,,,,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/6/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/7/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/8/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/9/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/10/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/11/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/12/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/13/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/14/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/15/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/16/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/17/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/18/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/19/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/20/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/21/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/22/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/23/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/24/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/25/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/26/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/27/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/28/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/29/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/30/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,7/31/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/1/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/2/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/3/2010,,,,,,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/4/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/5/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/6/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/7/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/8/2010,,,,,,0.04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/9/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/10/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/11/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/12/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/13/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/14/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/15/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/16/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/17/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/18/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/19/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/20/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/21/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/22/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/23/2010,,,,,,0.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/24/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/25/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/26/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/27/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/28/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/29/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/30/2010,,,,,,0.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,8/31/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/1/2010,,,,,,1.87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/2/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/3/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/4/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/5/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/6/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/7/2010,,,,,,0.16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/8/2010,,,,,,0.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/9/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/10/2010,,,,,,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/11/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/12/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/13/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/14/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/15/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/16/2010,,,,,,2.35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/17/2010,,,,,,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/18/2010,,,,,,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/19/2010,,,,,,0.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/20/2010,,,,,,0.83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/21/2010,,,,,,0.45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/22/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/23/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/24/2010,,,,,,1.53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/25/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/26/2010,,,,,,0.74,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/27/2010,,,,,,1.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/28/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/29/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,9/30/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/1/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/2/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/3/2010,,,,,,0.06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/4/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/5/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/6/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/7/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/8/2010,,,,,,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/9/2010,,,,,,0.78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/10/2010,,,,,,4.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/11/2010,,,,,,0.13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/12/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/13/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/14/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/15/2010,,,,,,0.09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/16/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/17/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/18/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/19/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/20/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/21/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/22/2010,,,,,,0.23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/23/2010,,,,,,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/24/2010,,,,,,1.72,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/25/2010,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/26/2010,,,,,,1.03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/27/2010,,,,,,1.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/28/2010,,,,,,0.17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/29/2010,,,,,,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/30/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,10/31/2010,,,,,,1.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/1/2010,,,,,,0.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/2/2010,,,,,,2.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/3/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/4/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/5/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/6/2010,,,,,,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/7/2010,,,,,,1.27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/8/2010,,,,,,0.31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/9/2010,,,,,,0.28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/10/2010,,,,,,1.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/11/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/12/2010,,,,,,0.47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/13/2010,,,,,,0.18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/14/2010,,,,,,0.44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/15/2010,,,,,,0.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/16/2010,,,,,,1.02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/17/2010,,,,,,0.21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/18/2010,,,,,,2.88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/19/2010,,,,,,0.55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/20/2010,,,,,,0.56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/21/2010,,,,,,0.75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/22/2010,,,,,,0.87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/23/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/24/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/25/2010,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/26/2010,,,,,,0.32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/27/2010,,,,,,0.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/28/2010,,,,,,0.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/29/2010,,,,,,0.08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,11/30/2010,,,,,,1.14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,12/1/2010,,,,,,1.53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
USC00355971,"NEHALEM 9 NE, OR US",CLATSOP,45.8127,-123.7752,42.7,12/2/2010,,,,,,0.07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
