STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,EVAP,MDPR,MNPN,MXPN,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDMV,WESD,WESF,WT01,WT03,WT04,WT11
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/4/2011,,,,,,0,,,,81,49,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/5/2011,,,,,,0,,,,75,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/6/2011,,,,,,0,,,,79,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/7/2011,,,,,,0,,,,87,43,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/8/2011,,,,,,0,,,,81,45,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/9/2011,,,,,,0,,,,72,45,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/10/2011,,,,,,0,,,,75,43,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/11/2011,,,,,,0,,,,80,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/12/2011,,,,,,0,,,,82,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/13/2011,,,,,,0,,,,77,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/14/2011,,,,,,0,,,,72,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/15/2011,,,,,,0,,,,73,46,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/16/2011,,,,,,0,,,,80,37,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/17/2011,,,,,,0,,,,52,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/18/2011,,,,,,0,,,,82,42,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/19/2011,,,,,,0,,,,75,45,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/20/2011,,,,,,0,,,,91,46,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/21/2011,,,,,,0,,,,92,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/22/2011,,,,,,0,,,,80,54,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/23/2011,,,,,,0,,,,82,53,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/24/2011,,,,,,0,,,,91,52,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/25/2011,,,,,,0,,,,88,58,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/26/2011,,,,,,0.1,,,,87,54,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/27/2011,,,,,,0,,,,88,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/28/2011,,,,,,0,,,,86,52,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/29/2011,,,,,,0,,,,75,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/30/2011,,,,,,0,,,,65,55,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,8/31/2011,,,,,,0,,,,62,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/1/2011,,,,,,0,,,,77,39,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/2/2011,,,,,,0,,,,75,39,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/3/2011,,,,,,0,,,,77,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/4/2011,,,,,,0,,,,84,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/5/2011,,,,,,0,,,,88,45,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/6/2011,,,,,,0,,,,86,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/7/2011,,,,,,0,,,,91,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/8/2011,,,,,,0,,,,88,54,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/9/2011,,,,,,0,,,,91,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/10/2011,,,,,,0,,,,91,54,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/11/2011,,,,,,0,,,,89,49,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/12/2011,,,,,,0,,,,86,50,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/13/2011,,,,,,0,,,,84,46,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/14/2011,,,,,,0,,,,73,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/15/2011,,,,,,0,,,,63,55,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/16/2011,,,,,,0,,,,65,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/17/2011,,,,,,0,,,,60,46,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/18/2011,,,,,,0,,,,68,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/19/2011,,,,,,0.05,,,,72,54,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/20/2011,,,,,,0,,,,76,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/21/2011,,,,,,0,,,,80,41,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/22/2011,,,,,,0,,,,76,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/23/2011,,,,,,0,,,,82,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/24/2011,,,,,,0,,,,85,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/25/2011,,,,,,0,,,,62,55,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/26/2011,,,,,,0.03,,,,65,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/27/2011,,,,,,0.02,,,,62,52,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/28/2011,,,,,,0,,,,65,53,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/29/2011,,,,,,0,,,,71,35,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,9/30/2011,,,,,,0,,,,74,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/1/2011,,,,,,0,,,,60,47,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/2/2011,,,,,,0.05,,,,59,46,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/3/2011,,,,,,0.05,,,,57,49,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/4/2011,,,,,,0.02,,,,58,41,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/5/2011,,,,,,0.12,,,,54,42,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/6/2011,,,,,,0,,,,50,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/7/2011,,,,,,0,,,,60,49,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/8/2011,,,,,,0,,,,65,38,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/9/2011,,,,,,0,,,,57,43,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/10/2011,,,,,,0.52,,,,57,48,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/11/2011,,,,,,0.54,,,,60,48,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/12/2011,,,,,,0.22,,,,57,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/13/2011,,,,,,0,,,,57,39,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/14/2011,,,,,,0.15,,,,53,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/15/2011,,,,,,0.2,,,,50,48,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/16/2011,,,,,,0.06,,,,64,48,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/17/2011,,,,,,0,,,,64,29,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/18/2011,,,,,,0,,,,66,36,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/19/2011,,,,,,0,,,,59,36,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/20/2011,,,,,,0,,,,60,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/21/2011,,,,,,0.01,,,,62,44,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/22/2011,,,,,,0,,,,65,45,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/23/2011,,,,,,0,,,,65,48,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/24/2011,,,,,,0,,,,52,34,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/25/2011,,,,,,0,,,,56,25,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/26/2011,,,,,,0,,,,48,23,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/27/2011,,,,,,0,,,,53,27,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/28/2011,,,,,,0,,,,58,27,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/29/2011,,,,,,0.23,,,,62,38,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/30/2011,,,,,,0.02,,,,57,34,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,10/31/2011,,,,,,0.11,,,,51,41,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/1/2011,,,,,,0,,,,51,25,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/2/2011,,,,,,0,,,,48,22,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/3/2011,,,,,,0.03,,,,48,32,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/4/2011,,,,,,0,,,,45,23,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/5/2011,,,,,,0.02,,,,38,27,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/6/2011,,,,,,0,,,,48,29,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/7/2011,,,,,,0,,,,49,27,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/8/2011,,,,,,0,,,,50,27,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/9/2011,,,,,,0,,,,45,30,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/10/2011,,,,,,0,,,,53,26,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/11/2011,,,,,,0,,,,58,24,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/12/2011,,,,,,0.58,0,,,40,34,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/13/2011,,,,,,0.13,,,,48,40,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/14/2011,,,,,,0,,,,48,42,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/15/2011,,,,,,0,,,,48,33,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/16/2011,,,,,,0.3,1,0,,48,22,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/17/2011,,,,,,1.01,0,,,40,31,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/18/2011,,,,,,0.6,2,2,,35,21,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/19/2011,,,,,,0.23,1,2,,35,29,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/20/2011,,,,,,0,,2,,35,29,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/21/2011,,,,,,0.95,0,0,,45,35,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/22/2011,,,,,,0.07,,,,48,32,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/23/2011,,,,,,0.03,,,,49,43,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/24/2011,,,,,,0,,,,43,24,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/25/2011,,,,,,0.6,0,,,44,32,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/26/2011,,,,,,0,,,,48,31,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/27/2011,,,,,,0,,,,57,36,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/28/2011,,,,,,0.17,,,,48,28,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/29/2011,,,,,,0,,,,45,26,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,11/30/2011,,,,,,0.02,,,,50,34,,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/1/2011,,,,,,0,,,,45,21,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/2/2011,,,,,,0,,,,48,26,45,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/3/2011,,,,,,0,,,,46,19,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/4/2011,,,,,,0,,,,46,22,41,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/5/2011,,,,,,0,,,,42,18,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/6/2011,,,,,,0,,,,57,19,44,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/7/2011,,,,,,0,,,,44,26,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/8/2011,,,,,,0,,,,40,25,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/9/2011,,,,,,0,,,,35,20,28,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/10/2011,,,,,,0,,,,35,23,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/11/2011,,,,,,0,,,,35,19,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/12/2011,,,,,,0.02,0.2,0,,35,23,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/13/2011,,,,,,0,,0,,30,19,27,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/14/2011,,,,,,0,,0,,28,18,28,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/15/2011,,,,,,0.1,1,1,,35,20,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/16/2011,,,,,,0,,0,,40,20,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/17/2011,,,,,,0,,0,,35,27,28,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/18/2011,,,,,,0,,,,47,25,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/19/2011,,,,,,0,,,,35,22,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/20/2011,,,,,,0,,,,49,26,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/21/2011,,,,,,0,,,,43,25,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/22/2011,,,,,,0,,,,41,15,20,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/23/2011,,,,,,0,,,,46,16,25,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/24/2011,,,,,,0,,,,42,25,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/25/2011,,,,,,0,,,,42,23,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/26/2011,,,,,,0.1,,,,38,26,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/27/2011,,,,,,0.22,,,,42,30,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/28/2011,,,,,,1.82,,,,52,39,45,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/29/2011,,,,,,1.5,,,,45,36,42,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/30/2011,,,,,,2,,,,42,38,38,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,12/31/2011,,,,,,0.4,1,1,,38,24,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/1/2012,,,,,,0,0,,,47,22,28,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/2/2012,,,,,,0,,,,35,26,28,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/3/2012,,,,,,0.15,,,,42,28,42,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/4/2012,,,,,,0,,,,50,29,42,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/5/2012,,,,,,0.21,,,,42,38,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/6/2012,,,,,,0.06,,,,40,25,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/7/2012,,,,,,0,,,,38,26,38,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/8/2012,,,,,,0,,,,50,25,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/9/2012,,,,,,0,,,,45,27,40,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/10/2012,,,,,,0,,,,42,28,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/11/2012,,,,,,0,,,,32,25,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/12/2012,,,,,,0,,,,32,12,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/13/2012,,,,,,0,,,,35,16,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/14/2012,,,,,,0,,,,43,21,43,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/15/2012,,,,,,0.5,5,5,,43,20,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/16/2012,,,,,,0.1,1,6,,34,16,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/17/2012,,,,,,0.3,3,7,,35,28,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/18/2012,,,,,,1.5,13,20,,35,26,30,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/19/2012,,,,,,1.1,3,15,,32,30,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/20/2012,,,,,,1,2,20,,32,20,20,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/21/2012,,,,,,0.65,1,20,,35,20,33,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/22/2012,,,,,,0.1,1,21,,35,24,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/23/2012,,,,,,0.35,2,20,,41,20,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/24/2012,,,,,,0.2,2,18,,47,21,32,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/25/2012,,,,,,1.31,0,13,,46,32,46,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/26/2012,,,,,,0.32,0,10,,46,35,42,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/27/2012,,,,,,0,,10,,42,15,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/28/2012,,,,,,0,,9,,42,17,35,,,,,,,
USC00356466,"PARKDALE 1 NNE, OR US",HOOD RIVER,45.535,-121.58944,463.3,1/29/2012,,,,,,0,,9,,46,27,35,,,,,,,
