STATION,NAME,COUNTY,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WESD,WESF
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/16/2017,,,1.75,0,0,,55,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/17/2017,,,0.03,0,0,,57,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/18/2017,,,0,0,0,,61,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/19/2017,,,0,0,0,,64,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/20/2017,,,0.06,0,0,,62,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/21/2017,,,0,0,0,,75,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/22/2017,,,0,0,0,,87,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/23/2017,,,0,0,0,,69,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/24/2017,,,0,0,0,,60,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/25/2017,,,0,0,0,,65,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/26/2017,,,0,0,0,,67,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/27/2017,,,0,0,0,,62,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/28/2017,,,0,0,0,,54,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/29/2017,,,0,0,0,,59,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/30/2017,,,0.03,0,0,,57,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,5/31/2017,,,0,0,0,,62,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/1/2017,,,0.33,0,0,,62,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/2/2017,,,0,0,0,,64,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/3/2017,,,0,0,0,,64,53,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/4/2017,,,0,0,0,,62,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/5/2017,,,0,0,0,,67,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/6/2017,,,0,0,0,,63,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/7/2017,,,0,0,0,,64,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/8/2017,,,0.68,0,0,,56,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/9/2017,,,0.52,0,0,,57,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/10/2017,,,0.22,0,0,,57,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/11/2017,,,0,0,0,,62,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/12/2017,,,0.23,0,0,,58,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/13/2017,,,0.05,0,0,,60,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/14/2017,,,0,0,0,,61,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/15/2017,,,1.32,0,0,,60,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/16/2017,,,0.13,0,0,,58,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/17/2017,,,0,0,0,,63,54,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/18/2017,,,0.07,0,0,,69,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/19/2017,,,0,0,0,,66,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/20/2017,,,0,0,0,,67,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/21/2017,,,0,0,0,,67,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/22/2017,,,0,0,0,,80,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/23/2017,,,0,0,0,,82,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/24/2017,,,0,0,0,,99,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/25/2017,,,0,0,0,,62,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/26/2017,,,0,0,0,,62,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/27/2017,,,0,0,0,,66,54,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/28/2017,,,0,0,0,,65,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/29/2017,,,0,0,0,,67,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,6/30/2017,,,0,0,0,,62,54,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/1/2017,,,0,0,0,,65,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/2/2017,,,0,0,0,,71,54,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/3/2017,,,0,0,0,,69,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/4/2017,,,0,0,0,,69,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/5/2017,,,0,0,0,,61,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/6/2017,,,0,0,0,,64,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/7/2017,,,0,0,0,,71,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/8/2017,,,0,0,0,,72,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/9/2017,,,0,0,0,,74,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/10/2017,,,0,0,0,,69,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/11/2017,,,0,0,0,,70,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/12/2017,,,0,0,0,,70,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/13/2017,,,0,0,0,,71,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/14/2017,,,0,0,0,,70,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/15/2017,,,0,0,0,,70,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/16/2017,,,0,0,0,,72,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/17/2017,,,0,0,0,,70,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/18/2017,,,0,0,0,,69,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/19/2017,,,0,0,0,,67,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/20/2017,,,0.1,0,0,,69,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/21/2017,,,0,0,0,,69,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/22/2017,,,0,0,0,,80,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/23/2017,,,0,0,0,,78,58,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/24/2017,,,0,0,0,,78,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/25/2017,,,0,0,0,,71,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/26/2017,,,0,0,0,,74,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/27/2017,,,0,0,0,,72,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/28/2017,,,0,0,0,,71,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/29/2017,,,0,0,0,,72,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/30/2017,,,0,0,0,,81,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,7/31/2017,,,0,0,0,,79,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/1/2017,,,0,0,0,,84,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/2/2017,,,0,0,0,,93,53,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/3/2017,,,0,0,0,,78,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/4/2017,,,0,0,0,,65,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/5/2017,,,0,0,0,,69,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/6/2017,,,0,0,0,,70,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/7/2017,,,0,0,0,,68,58,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/8/2017,,,0,0,0,,66,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/9/2017,,,0,0,0,,66,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/10/2017,,,0,0,0,,64,57,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/11/2017,,,0,0,0,,65,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/12/2017,,,0,0,0,,67,57,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/13/2017,,,0.35,0,0,,72,58,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/14/2017,,,0,0,0,,71,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/15/2017,,,0,0,0,,75,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/16/2017,,,0,0,0,,74,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/17/2017,,,0,0,0,,73,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/18/2017,,,0,0,0,,76,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/19/2017,,,0,0,0,,73,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/20/2017,,,0,0,0,,78,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/21/2017,,,0,0,0,,74,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/22/2017,,,0,0,0,,66,53,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/23/2017,,,0,0,0,,70,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/24/2017,,,0,0,0,,72,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/25/2017,,,0,0,0,,75,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/26/2017,,,0,0,0,,79,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/27/2017,,,0,0,0,,83,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/28/2017,,,0,0,0,,87,57,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/29/2017,,,0,0,0,,67,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/30/2017,,,0,0,0,,67,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,8/31/2017,,,0,0,0,,76,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/1/2017,,,0,0,0,,82,66,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/2/2017,,,0,0,0,,85,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/3/2017,,,0,0,0,,85,57,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/4/2017,,,0,0,0,,86,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/5/2017,,,0,0,0,,71,54,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/6/2017,,,0,0,0,,71,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/7/2017,,,0.22,0,0,,73,61,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/8/2017,,,0.03,0,0,,66,58,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/9/2017,,,0.07,0,0,,67,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/10/2017,,,0,0,0,,76,56,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/11/2017,,,0,0,0,,78,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/12/2017,,,0,0,0,,75,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/13/2017,,,0,0,0,,70,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/14/2017,,,0,0,0,,65,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/15/2017,,,0,0,0,,67,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/16/2017,,,0,0,0,,65,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/17/2017,,,0.48,0,0,,62,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/18/2017,,,1.22,0,0,,61,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/19/2017,,,0.55,0,0,,64,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/20/2017,,,0.45,0,0,,60,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/21/2017,,,0.22,0,0,,62,44,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/22/2017,,,0,0,0,,66,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/23/2017,,,0.03,0,0,,64,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/24/2017,,,0,0,0,,67,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/25/2017,,,0,0,0,,68,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/26/2017,,,0,0,0,,74,53,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/27/2017,,,0,0,0,,89,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/28/2017,,,0,0,0,,75,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/29/2017,,,0.32,0,0,,66,55,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,9/30/2017,,,0.3,0,0,,63,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/1/2017,,,0.02,0,0,,62,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/2/2017,,,0.01,0,0,,65,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/3/2017,,,0,0,0,,74,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/4/2017,,,0,0,0,,72,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/5/2017,,,0,0,0,,69,39,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/6/2017,,,0,0,0,,63,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/7/2017,,,0.23,0,0,,62,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/8/2017,,,0,0,0,,64,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/9/2017,,,0,0,0,,66,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/10/2017,,,0.42,0,0,,59,39,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/11/2017,,,0.63,0,0,,57,41,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/12/2017,,,0.28,0,0,,58,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/13/2017,,,0.1,0,0,,59,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/14/2017,,,0,0,0,,61,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/15/2017,,,0,0,0,,64,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/16/2017,,,0,0,0,,62,41,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/17/2017,,,0.06,0,0,,62,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/18/2017,,,1.47,0,0,,59,52,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/19/2017,,,0.98,0,0,,55,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/20/2017,,,0.88,0,0,,55,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/21/2017,,,3.18,0,0,,63,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/22/2017,,,0,0,0,,61,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/23/2017,,,0,0,0,,72,49,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/24/2017,,,0,0,0,,76,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/25/2017,,,0.08,0,0,,61,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/26/2017,,,0,0,0,,74,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/27/2017,,,0,0,0,,79,48,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/28/2017,,,0,0,0,,56,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/29/2017,,,0,0,0,,57,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/30/2017,,,0,0,0,,66,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,10/31/2017,,,0,0,0,,61,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/1/2017,,,0.33,0,0,,56,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/2/2017,,,0.4,0,0,,56,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/3/2017,,,0.42,0,0,,52,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/4/2017,,,1.36,0,0,,54,39,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/5/2017,,,0.12,0,0,,52,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/6/2017,,,0,0,0,,53,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/7/2017,,,0,0,0,,51,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/8/2017,,,1.12,0,0,,53,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/9/2017,,,0.58,0,0,,58,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/10/2017,,,0.23,0,0,,59,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/11/2017,,,0.25,0,0,,57,50,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/12/2017,,,0.33,0,0,,58,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/13/2017,,,1.68,0,0,,56,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/14/2017,,,1.03,0,0,,56,47,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/15/2017,,,0.73,0,0,,50,42,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/16/2017,,,0.58,0,0,,49,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/17/2017,,,0.15,0,0,,53,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/18/2017,,,0,0,0,,55,35,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/19/2017,,,1.27,0,0,,55,36,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/20/2017,,,0.3,0,0,,54,51,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/21/2017,,,0.98,0,0,,64,53,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/22/2017,,,0.78,0,0,,68,58,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/23/2017,,,0.44,0,0,,59,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/24/2017,,,0.02,0,0,,55,41,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/25/2017,,,0.6,0,0,,61,43,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/26/2017,,,0.77,0,0,,59,41,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/27/2017,,,0,0,0,,54,39,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/28/2017,,,0.89,0,0,,50,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/29/2017,,,0,0,0,,56,40,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,11/30/2017,,,0.48,0,0,,47,41,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/1/2017,,,0,0,0,,51,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/2/2017,,,1.3,0,0,,47,45,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/3/2017,,,0.12,0,0,,52,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/4/2017,,,0,0,0,,54,34,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/5/2017,,,0,0,0,,56,35,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/6/2017,,,0,0,0,,59,46,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/7/2017,,,0,0,0,,60,38,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/8/2017,,,0,0,0,,59,37,,,
USC00351682,"CLOVERDALE, OR US",TILLAMOOK,45.205,-123.8925,3.7,12/9/2017,,,0,0,0,,55,38,,,
