STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT05,WT06,,
USC00350265,"ARLINGTON, OR US",3/28/19,,,0.07,,,52,39,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/27/19,,,0,,,58,39,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/26/19,,,0.02,,,58,40,46,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/25/19,,,0,,,61,38,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/24/19,,,0.32,,,59,45,46,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/23/19,,,0,,,63,43,48,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/22/19,,,0,,,63,41,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/21/19,,,0,,,65,37,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/20/19,,,0,,,62,31,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/19/19,,,0,,,57,29,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/18/19,,,0,,,56,29,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/17/19,,,0,,,51,30,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/16/19,,,0,,,52,27,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/15/19,,,0,,,48,27,28,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/14/19,,,0,,,51,26,28,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/13/19,,,0,0,0,47,33,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/12/19,,,0.11,0.3,0,38,21,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/11/19,,,0,,,41,18,21,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/10/19,,,0,,,36,30,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/9/19,,,0.02,0,0,40,29,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/8/19,,,0,0,0,40,26,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/7/19,,,0.1,1,2,31,23,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/6/19,,,0.05,0.5,2,25,14,23,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/5/19,,,0,0,1,26,7,14,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/4/19,,,0,0,1,27,15,19,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/3/19,,,0,0,2,30,9,20,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/2/19,,,0,0,2,30,20,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",3/1/19,,,0,0,2,31,17,20,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/28/19,,,0.15,1.4,3,31,14,18,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/27/19,,,0.02,0.6,2,28,11,24,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/26/19,,,0.03,0,2,31,10,11,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/25/19,,,0.08,0.3,2,34,27,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/24/19,,,0.46,3,3,43,30,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/23/19,,,0,,,38,26,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/22/19,,,0,,,39,18,27,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/21/19,,,0,,0,35,24,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/20/19,,,0,,0,40,22,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/19/19,,,0,0,1,36,17,22,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/18/19,,,0.03,0,2,37,29,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/17/19,,,0.09,1,4,36,28,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/16/19,,,0,0,3,36,25,28,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/15/19,,,0.14,0.5,4,33,22,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/14/19,,,0.07,0.7,4,35,24,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/13/19,,,0.18,,4,35,24,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/12/19,,,0.26,0.6,6,27,22,24,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/11/19,,,0.1,1,7,36,21,24,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/10/19,,,0.3,7,8,33,15,21,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/9/19,,,0.1,1,3,31,15,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/8/19,,,0,0,2,21,9,15,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/7/19,,,0,0,1,26,8,10,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/6/19,,,0.05,0.5,2,28,9,9,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/5/19,,,0.26,2.3,2,33,25,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/4/19,,,0,,,47,31,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/3/19,,,0.15,,,41,36,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/2/19,,,0.19,,,38,34,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",2/1/19,,,0,,,37,33,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/31/19,,,0,,,37,34,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/30/19,,,0,,,39,34,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/29/19,,,0,,,43,32,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/28/19,,,0,,,44,35,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/27/19,,,0,,,40,32,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/26/19,,,0,,,45,30,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/25/19,,,0,,,49,33,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/24/19,,,0,,,56,32,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/23/19,,,0.04,,,53,40,53,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/22/19,,,0,,,47,36,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/21/19,,,0.41,,,41,34,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/20/19,,,0.1,,,46,39,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/19/19,,,0.54,,,42,35,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/18/19,,,0.02,,,41,33,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/17/19,,,0.26,,,37,32,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/16/19,,,0,,,34,32,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/15/19,,,0,,,36,33,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/14/19,,,0,,,38,33,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/13/19,,,0,,,41,36,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/12/19,,,0,,,41,37,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/11/19,,,0,,,42,32,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/10/19,,,0.02,,,41,32,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/9/19,,,0.06,,,38,34,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/8/19,,,0.02,,,46,29,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/7/19,,,0,,,45,36,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/6/19,,,0,,,43,32,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/5/19,,,0,,,45,31,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/4/19,,,0,,,43,33,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/3/19,,,0,,,39,25,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/2/19,,,0,,,41,22,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",1/1/19,,,0,,,43,24,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/31/18,,,0,,,49,27,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/30/18,,,0.02,,,57,43,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/29/18,,,0.05,,,45,35,45,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/28/18,,,0,,,42,31,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/27/18,,,0.01,,,41,35,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/26/18,,,0,,,42,35,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/25/18,,,0.03,,,41,37,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/24/18,,,0.22,,,42,32,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/23/18,,,0.07,,,38,30,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/22/18,,,0,,,46,25,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/21/18,,,0.02,,,52,35,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/20/18,,,0,,,50,37,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/19/18,,,0.26,,,55,40,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/18/18,,,0.3,,,47,34,47,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/17/18,,,0.02,,,45,34,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/16/18,,,0.07,,,49,37,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/15/18,,,0.02,,,48,33,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/14/18,,,0,,,49,31,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/13/18,,,0,,,49,36,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/12/18,,,0.25,,,47,32,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/11/18,,,0,,,43,31,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/10/18,,,0.01,0,0,36,31,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/9/18,,,0,,,35,29,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/8/18,,,0,,,35,31,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/7/18,,,0,,,34,30,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/6/18,,,0,,,36,31,31,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/5/18,,,0,,,41,30,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/4/18,,,0,,,41,36,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/3/18,,,0.02,,,44,33,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/2/18,,,0.09,,,43,37,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",12/1/18,,,0.16,,,51,33,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/30/18,,,0.11,,,48,39,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/29/18,,,0.03,,,48,37,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/28/18,,,0.2,,,47,37,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/27/18,,,0.25,,,42,34,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/26/18,,,0,,,46,30,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/25/18,,,0.01,,,52,26,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/24/18,,,0.11,,,48,37,41,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/23/18,,,0.12,,,47,32,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/22/18,,,0.06,,,36,29,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/21/18,,,0,,,30,21,29,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/20/18,,,0,,,38,21,21,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/19/18,,,0,,,44,23,24,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/18/18,,,0,,,51,22,23,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/17/18,,,0,,,50,27,28,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/16/18,,,0,,,51,37,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/15/18,,,0,,,54,35,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/14/18,,,0,,,37,34,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/13/18,,,0,,,37,33,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/12/18,,,0,,,44,25,34,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/11/18,,,0,,,50,21,25,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/10/18,,,0,,,50,24,27,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/9/18,,,0,,,53,25,30,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/8/18,,,0,,,60,25,32,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/7/18,,,0,,,58,43,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/6/18,,,0,,,60,45,47,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/5/18,,,0,,,64,49,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/4/18,,,0.02,,,60,54,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/3/18,,,0,,,66,56,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/2/18,,,0,,,67,58,59,,,,,,,,
USC00350265,"ARLINGTON, OR US",11/1/18,,,0,,,62,51,61,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/31/18,,,0.01,,,60,44,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/30/18,,,0,,,60,39,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/29/18,,,0,,,63,46,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/28/18,,,0.06,,,67,51,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/27/18,,,0.04,,,68,54,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/26/18,,,0.02,,,62,47,55,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/25/18,,,0,,,63,48,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/24/18,,,0,,,63,42,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/23/18,,,0,,,62,39,42,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/22/18,,,0,,,63,37,39,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/21/18,,,0,,,64,38,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/20/18,,,0,,,66,36,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/19/18,,,0,,,64,36,38,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/18/18,,,0,,,64,35,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/17/18,,,0,,,66,35,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/16/18,,,0,,,64,34,35,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/15/18,,,0,,,64,33,36,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/14/18,,,0,,,67,33,33,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/13/18,,,0,,,72,40,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/12/18,,,0,,,66,37,40,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/11/18,,,0,,,67,37,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/10/18,,,0,,,63,52,53,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/9/18,,,0.15,,,59,54,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/8/18,,,0.02,,,63,47,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/7/18,,,0,,,63,47,48,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/6/18,,,0.5,,,56,46,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/5/18,,,0,,,68,43,46,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/4/18,,,0,,,64,36,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/3/18,,,0,,,71,37,37,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/2/18,,,0,,,74,51,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",10/1/18,,,0,,,68,49,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/30/18,,,0,,,77,47,50,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/29/18,,,0,,,80,45,47,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/28/18,,,0,,,83,48,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/27/18,,,0,,,76,44,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/26/18,,,0,,,78,43,44,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/25/18,,,0,,,73,41,43,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/24/18,,,0,,,69,42,46,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/23/18,,,0,,,73,52,56,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/22/18,,,0,,,77,54,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/21/18,,,0,,,74,49,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/20/18,,,0,,,78,49,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/19/18,,,0,,,75,47,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/18/18,,,0,,,72,47,49,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/17/18,,,0,,,71,45,50,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/16/18,,,0,,,73,45,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/15/18,,,0,,,76,49,52,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/14/18,,,0,,,74,50,51,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/13/18,,,0,,,72,52,55,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/12/18,,,0,,,74,51,55,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/11/18,,,0,,,76,57,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/10/18,,,0,,,82,55,68,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/9/18,,,0,,,78,53,56,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/8/18,,,0,,,94,62,63,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/7/18,,,0,,,86,57,72,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/6/18,,,0,,,87,53,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/5/18,,,0,,,84,51,53,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/4/18,,,0,,,85,53,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/3/18,,,0,,,87,57,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/2/18,,,0,,,83,53,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",9/1/18,,,0,,,79,58,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/31/18,,,0,,,81,60,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/30/18,,,0,,,89,67,69,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/29/18,,,0,,,83,51,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/28/18,,,0,,,81,48,53,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/27/18,,,0.11,,,72,60,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/26/18,,,0,,,76,62,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/25/18,,,0,,,73,54,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/24/18,,,0,,,85,60,63,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/23/18,,,0,,,92,67,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/22/18,,,0,,,88,57,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/21/18,,,0,,,90,65,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/20/18,,,0,,,93,61,65,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/19/18,,,0,,,94,61,63,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/18/18,,,0,,,88,63,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/17/18,,,0,,,93,71,72,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/16/18,,,0,,,90,66,77,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/15/18,,,0,,,93,59,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/14/18,,,0,,,88,56,61,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/13/18,,,0,,,84,54,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/12/18,,,0,,,82,61,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/11/18,,,0,,,98,69,69,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/10/18,,,0,,,99,75,88,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/9/18,,,0,,,104,71,76,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/8/18,,,0,,,100,65,71,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/7/18,,,0,,,92,64,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/6/18,,,0,,,91,60,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/5/18,,,0,,,89,61,73,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/4/18,,,0,,,80,58,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/3/18,,,0,,,87,64,69,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/2/18,,,0,,,95,67,72,,,,,,,,
USC00350265,"ARLINGTON, OR US",8/1/18,,,0,,,97,72,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/31/18,,,0,,,104,69,80,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/30/18,,,0,,,103,65,69,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/29/18,,,0,,,97,70,78,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/28/18,,,0,,,97,73,75,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/27/18,,,0,,,101,70,76,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/26/18,,,0,,,101,70,73,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/25/18,,,0,,,100,66,76,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/24/18,,,0,,,100,66,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/23/18,,,0,,,93,57,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/22/18,,,0,,,88,57,59,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/21/18,,,0,,,87,55,59,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/20/18,,,0,,,83,59,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/19/18,,,0,,,91,68,73,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/18/18,,,0,,,98,72,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/17/18,,,0,,,101,67,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/16/18,,,0,,,98,62,71,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/15/18,,,0,,,96,60,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/14/18,,,0,,,98,66,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/13/18,,,0,,,97,63,74,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/12/18,,,0,,,92,60,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/11/18,,,0,,,82,57,63,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/10/18,,,0,,,93,63,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/9/18,,,0,,,91,67,71,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/8/18,,,0,,,87,56,68,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/7/18,,,0,,,90,63,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/6/18,,,0,,,97,65,75,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/5/18,,,0,,,88,61,65,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/4/18,,,0,,,82,55,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/3/18,,,0,,,73,52,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/2/18,,,0,,,80,58,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",7/1/18,,,0,,,85,62,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/30/18,,,0,,,85,60,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/29/18,,,0,,,75,58,63,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/28/18,,,0,,,84,58,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/27/18,,,0,,,83,55,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/26/18,,,0,,,78,54,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/25/18,,,0,,,94,60,66,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/24/18,,,0,,,81,60,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/23/18,,,0,,,79,62,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/22/18,,,0,,,86,63,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/21/18,,,0,,,95,67,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/20/18,,,0,,,89,59,67,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/19/18,,,0,,,79,63,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/18/18,,,0,,,84,66,71,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/17/18,,,0,,,77,62,70,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/16/18,,,0,,,84,59,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/15/18,,,0,,,75,55,59,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/14/18,,,0,,,74,55,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/13/18,,,0,,,79,50,65,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/12/18,,,0,,,75,44,50,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/11/18,,,0,,,68,48,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/10/18,,,0,,,66,49,50,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/9/18,,,0.03,,,78,55,56,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/8/18,,,0,,,81,58,62,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/7/18,,,0,,,81,59,65,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/6/18,,,0,,,76,51,59,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/5/18,,,0,,,74,49,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/4/18,,,0,,,82,59,61,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/3/18,,,0,,,87,59,64,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/2/18,,,0,,,75,50,60,,,,,,,,
USC00350265,"ARLINGTON, OR US",6/1/18,,,0,,,69,50,57,,,,,,,,
USC00350265,"ARLINGTON, OR US",5/31/18,,,0,,,74,54,58,,,,,,,,
USC00350265,"ARLINGTON, OR US",5/30/18,,,0,,,71,48,54,,,,,,,,
USC00350265,"ARLINGTON, OR US",5/29/18,,,0,,,79,56,60,,,,,,,,
